age,education,month,day_of_week,campaign,pdays,previous,cons_conf_idx,euribor3m,y,y_encoded,previously_contacted,age_group,campaign_group,pdays_actual,recency_group,previous_capped,repeat_success,cellular_first,high_value_segment,education_encoded,month_num,dow_num,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,marital_unknown,default_unknown,default_yes,housing_unknown,housing_yes,loan_unknown,loan_yes,contact_telephone,poutcome_nonexistent,poutcome_success,log_campaign,log_previous,low_rate_env
46,unknown,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,-1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
59,unknown,may,mon,1,999,0,-36.4,4.857,no,0,0,56-65,first,-1,no_prior,0,0,0,0,-1,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
49,unknown,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,-1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
54,basic.4y,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
54,basic.4y,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
55,basic.4y,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
34,high.school,may,mon,1,999,0,-36.4,4.857,no,0,0,26-35,first,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
52,basic.9y,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
41,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
56,basic.4y,may,mon,1,999,0,-36.4,4.857,no,0,0,56-65,first,-1,no_prior,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
58,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,56-65,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
32,high.school,may,mon,1,999,0,-36.4,4.857,no,0,0,26-35,first,-1,no_prior,0,0,0,0,4,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
38,professional.course,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
57,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,56-65,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.6931471805599453,0.0,0
44,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
42,professional.course,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
57,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,56-65,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0.6931471805599453,0.0,0
40,basic.9y,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.6931471805599453,0.0,0
35,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,26-35,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
45,basic.9y,may,mon,2,999,0,-36.4,4.857,no,0,0,36-45,optimal,-1,no_prior,0,0,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.0986122886681098,0.0,0
54,high.school,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
39,basic.4y,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.6931471805599453,0.0,0
60,high.school,may,mon,1,999,0,-36.4,4.857,no,0,0,56-65,first,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
53,professional.course,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
55,basic.4y,may,mon,2,999,0,-36.4,4.857,no,0,0,46-55,optimal,-1,no_prior,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1.0986122886681098,0.0,0
55,professional.course,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
50,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0.6931471805599453,0.0,0
45,high.school,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
55,professional.course,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0.6931471805599453,0.0,0
25,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,18-25,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
47,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,6,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
51,basic.9y,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
42,basic.6y,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
42,basic.6y,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
48,high.school,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
37,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
44,basic.9y,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
33,unknown,may,mon,1,999,0,-36.4,4.857,no,0,0,26-35,first,-1,no_prior,0,0,0,0,-1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
56,basic.9y,may,mon,2,999,0,-36.4,4.857,no,0,0,56-65,optimal,-1,no_prior,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.0986122886681098,0.0,0
44,basic.4y,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0.6931471805599453,0.0,0
41,basic.6y,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,2,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
44,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
47,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
57,unknown,may,mon,1,999,0,-36.4,4.857,no,0,0,56-65,first,-1,no_prior,0,0,0,0,-1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
37,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
41,basic.4y,may,mon,1,999,0,-36.4,4.857,yes,1,0,36-45,first,-1,no_prior,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
55,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
33,high.school,may,mon,2,999,0,-36.4,4.857,no,0,0,26-35,optimal,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1.0986122886681098,0.0,0
55,unknown,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,-1,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
42,basic.9y,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
50,basic.4y,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
51,basic.4y,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0.6931471805599453,0.0,0
38,high.school,may,mon,2,999,0,-36.4,4.857,no,0,0,36-45,optimal,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1.0986122886681098,0.0,0
49,university.degree,may,mon,1,999,0,-36.4,4.857,yes,1,0,46-55,first,-1,no_prior,0,0,0,0,6,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
38,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.6931471805599453,0.0,0
31,high.school,may,mon,1,999,0,-36.4,4.857,no,0,0,26-35,first,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
41,basic.6y,may,mon,2,999,0,-36.4,4.857,no,0,0,36-45,optimal,-1,no_prior,0,0,0,0,2,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.0986122886681098,0.0,0
39,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0.6931471805599453,0.0,0
49,basic.9y,may,mon,1,999,0,-36.4,4.857,yes,1,0,46-55,first,-1,no_prior,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
34,high.school,may,mon,2,999,0,-36.4,4.857,no,0,0,26-35,optimal,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.0986122886681098,0.0,0
35,university.degree,may,mon,2,999,0,-36.4,4.857,no,0,0,26-35,optimal,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.0986122886681098,0.0,0
57,unknown,may,mon,1,999,0,-36.4,4.857,no,0,0,56-65,first,-1,no_prior,0,0,0,0,-1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
60,unknown,may,mon,2,999,0,-36.4,4.857,no,0,0,56-65,optimal,-1,no_prior,0,0,0,0,-1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1.0986122886681098,0.0,0
33,basic.9y,may,mon,1,999,0,-36.4,4.857,no,0,0,26-35,first,-1,no_prior,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
42,basic.6y,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.6931471805599453,0.0,0
45,professional.course,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,5,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
42,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
53,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
37,professional.course,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
44,basic.6y,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
54,unknown,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,-1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
49,basic.4y,may,mon,3,999,0,-36.4,4.857,no,0,0,46-55,optimal,-1,no_prior,0,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.3862943611198906,0.0,0
54,unknown,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,-1,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
52,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
52,university.degree,may,mon,1,999,0,-36.4,4.857,no,0,0,46-55,first,-1,no_prior,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
43,high.school,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.6931471805599453,0.0,0
34,basic.6y,may,mon,2,999,0,-36.4,4.857,no,0,0,26-35,optimal,-1,no_prior,0,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.0986122886681098,0.0,0
35,high.school,may,mon,2,999,0,-36.4,4.857,no,0,0,26-35,optimal,-1,no_prior,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.0986122886681098,0.0,0
42,unknown,may,mon,1,999,0,-36.4,4.857,no,0,0,36-45,first,-1,no_prior,0,0,0,0,-1,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,0.0,0
